Price,Year,Postcode,Town/City,County
155000,2020,PL17 7QQ,CALLINGTON,CORNWALL
115000,2020,PL31 2ES,BODMIN,CORNWALL
275000,2020,PL14 5RA,LISKEARD,CORNWALL
172500,2020,PL24 2DT,PAR,CORNWALL
240000,2020,PL26 8SS,ST AUSTELL,CORNWALL
240000,2020,PL12 6DY,SALTASH,CORNWALL
60000,2020,PL17 8NG,CALLINGTON,CORNWALL
280000,2020,TR7 1PZ,NEWQUAY,CORNWALL
295000,2020,TR1 1SS,TRURO,CORNWALL
164000,2020,PL30 3AS,BODMIN,CORNWALL
275000,2020,PL25 3BQ,ST AUSTELL,CORNWALL
772000,2020,TR3 7NL,TRURO,CORNWALL
465000,2020,PL31 1HG,BODMIN,CORNWALL
136000,2020,PL14 3TD,LISKEARD,CORNWALL
262500,2020,TR14 8LJ,CAMBORNE,CORNWALL
290000,2020,TR11 4HR,FALMOUTH,CORNWALL
535000,2020,EX23 0LR,BUDE,CORNWALL
185000,2020,PL13 1EW,LOOE,CORNWALL
280000,2020,PL15 9QA,LAUNCESTON,CORNWALL
90000,2020,TR13 8AT,HELSTON,CORNWALL
130000,2020,TR16 6QN,REDRUTH,CORNWALL
174500,2020,TR13 8YJ,HELSTON,CORNWALL
205000,2020,TR16 6RT,REDRUTH,CORNWALL
230000,2020,TR4 8PY,TRURO,CORNWALL
193000,2020,PL25 4QN,ST AUSTELL,CORNWALL
152000,2020,TR15 3LS,REDRUTH,CORNWALL
440000,2020,TR1 1HA,TRURO,CORNWALL
270000,2020,TR3 6HL,TRURO,CORNWALL
280000,2020,TR11 5NQ,FALMOUTH,CORNWALL
225000,2020,TR1 1HH,TRURO,CORNWALL
220000,2020,TR11 2JY,FALMOUTH,CORNWALL
285000,2020,TR5 0YU,ST AGNES,CORNWALL
495000,2020,PL30 4DH,BODMIN,CORNWALL
480000,2020,TR5 0UJ,ST AGNES,CORNWALL
325000,2020,PL31 1DS,BODMIN,CORNWALL
288500,2020,TR11 4PR,FALMOUTH,CORNWALL
255000,2020,TR1 3PW,TRURO,CORNWALL
163000,2020,TR26 2LJ,ST IVES,CORNWALL
168000,2020,TR7 3HP,NEWQUAY,CORNWALL
221000,2020,TR4 8AH,TRURO,CORNWALL
208000,2020,PL32 9TD,CAMELFORD,CORNWALL
188000,2020,TR14 0DE,CAMBORNE,CORNWALL
180000,2020,TR1 3YB,TRURO,CORNWALL
247000,2020,TR13 8NJ,HELSTON,CORNWALL
110000,2020,TR26 1RZ,ST IVES,CORNWALL
285000,2020,TR26 2LQ,ST IVES,CORNWALL
240000,2020,TR5 0TZ,ST AGNES,CORNWALL
410000,2020,TR7 2RN,NEWQUAY,CORNWALL
176500,2020,TR18 2PW,PENZANCE,CORNWALL
350000,2020,PL17 8PZ,CALLINGTON,CORNWALL
243500,2020,TR27 6LL,HAYLE,CORNWALL
159000,2020,TR4 9DR,TRURO,CORNWALL
170000,2020,PL26 8JP,ST AUSTELL,CORNWALL
234700,2020,PL12 4NT,SALTASH,CORNWALL
290000,2020,PL17 8DT,CALLINGTON,CORNWALL
306500,2020,BS14 8NR,BRISTOL,CITY OF BRISTOL
559000,2020,BS3 1PE,BRISTOL,CITY OF BRISTOL
265000,2020,BS5 8DY,BRISTOL,CITY OF BRISTOL
225000,2020,TR16 5NB,REDRUTH,CORNWALL
267000,2020,TR3 7BB,TRURO,CORNWALL
269500,2020,TR27 4QD,HAYLE,CORNWALL
300000,2020,TR14 7HR,CAMBORNE,CORNWALL
1175000,2020,TR26 2ED,ST IVES,CORNWALL
150000,2020,TR19 6AA,PENZANCE,CORNWALL
299000,2020,TR7 2QA,NEWQUAY,CORNWALL
370000,2020,EX23 9PP,BUDE,CORNWALL
145000,2020,TR18 2DP,PENZANCE,CORNWALL
147000,2020,TR14 0LL,CAMBORNE,CORNWALL
270000,2020,TR18 3JS,PENZANCE,CORNWALL
155000,2020,TR18 4RN,PENZANCE,CORNWALL
121000,2020,PL11 2JJ,TORPOINT,CORNWALL
158500,2020,TR1 1PA,TRURO,CORNWALL
175000,2020,TR26 3LH,ST IVES,CORNWALL
240000,2020,PL12 6LJ,SALTASH,CORNWALL
127500,2020,TR14 8UW,CAMBORNE,CORNWALL
145000,2020,TR8 4QN,NEWQUAY,CORNWALL
222500,2020,TR1 2LA,TRURO,CORNWALL
335000,2020,TR16 4NR,REDRUTH,CORNWALL
328222,2020,BS7 9LT,BRISTOL,CITY OF BRISTOL
154700,2020,BS3 3NB,BRISTOL,CITY OF BRISTOL
295000,2020,BS7 9LS,BRISTOL,CITY OF BRISTOL
216500,2020,BS4 4AN,BRISTOL,CITY OF BRISTOL
180000,2020,BS6 5TN,BRISTOL,CITY OF BRISTOL
191500,2020,BS7 9NN,BRISTOL,CITY OF BRISTOL
825000,2020,BS8 3LB,BRISTOL,CITY OF BRISTOL
410000,2020,BS1 6UW,BRISTOL,CITY OF BRISTOL
180000,2020,BS5 7PL,BRISTOL,CITY OF BRISTOL
300000,2020,BS7 0HH,BRISTOL,CITY OF BRISTOL
288000,2020,BS5 0SU,BRISTOL,CITY OF BRISTOL
289000,2020,BS3 1RE,BRISTOL,CITY OF BRISTOL
195000,2020,BS5 7BG,BRISTOL,CITY OF BRISTOL
420000,2020,BS8 2BD,BRISTOL,CITY OF BRISTOL
272500,2020,BS4 3AQ,BRISTOL,CITY OF BRISTOL
370000,2020,BS6 6XB,BRISTOL,CITY OF BRISTOL
370000,2020,BS5 8FP,BRISTOL,CITY OF BRISTOL
275000,2020,BS2 0FS,BRISTOL,CITY OF BRISTOL
105000,2020,BS5 7XT,BRISTOL,CITY OF BRISTOL
235000,2020,BS9 3ET,BRISTOL,CITY OF BRISTOL
318000,2020,BS1 2NR,BRISTOL,CITY OF BRISTOL
195000,2020,BS5 6HL,BRISTOL,CITY OF BRISTOL
358000,2020,BS1 2NR,BRISTOL,CITY OF BRISTOL
395000,2020,BS9 4AT,BRISTOL,CITY OF BRISTOL
445000,2020,BS3 5DR,BRISTOL,CITY OF BRISTOL
243000,2020,BS5 6SY,BRISTOL,CITY OF BRISTOL
160000,2020,BS7 0LF,BRISTOL,CITY OF BRISTOL
210000,2020,BS3 1BF,BRISTOL,CITY OF BRISTOL
396000,2020,BS6 6PT,BRISTOL,CITY OF BRISTOL
232000,2020,BS13 9NF,BRISTOL,CITY OF BRISTOL
322000,2020,BS7 8RN,BRISTOL,CITY OF BRISTOL
195000,2020,BS5 8FB,BRISTOL,CITY OF BRISTOL
395000,2020,BS16 2GT,BRISTOL,CITY OF BRISTOL
125000,2020,BS5 0DR,BRISTOL,CITY OF BRISTOL
199950,2020,BS3 4AQ,BRISTOL,CITY OF BRISTOL
305000,2020,BS14 0HL,BRISTOL,CITY OF BRISTOL
285000,2020,BS16 1LD,BRISTOL,CITY OF BRISTOL
435000,2020,BS6 5JH,BRISTOL,CITY OF BRISTOL
1110000,2020,BS9 4DR,BRISTOL,CITY OF BRISTOL
280000,2020,BS4 3BX,BRISTOL,CITY OF BRISTOL
345000,2020,BS7 9SG,BRISTOL,CITY OF BRISTOL
298000,2020,BS16 5AE,BRISTOL,CITY OF BRISTOL
360000,2020,BS14 9JF,BRISTOL,CITY OF BRISTOL
392000,2020,BS14 9RQ,BRISTOL,CITY OF BRISTOL
290000,2020,BS5 6LJ,BRISTOL,CITY OF BRISTOL
439000,2020,BS3 3BZ,BRISTOL,CITY OF BRISTOL
675500,2020,BS4 2NQ,BRISTOL,CITY OF BRISTOL
255000,2020,BS14 8NH,BRISTOL,CITY OF BRISTOL
310400,2020,BS8 4LJ,BRISTOL,CITY OF BRISTOL
175000,2020,BS13 8NH,BRISTOL,CITY OF BRISTOL
322500,2020,BS4 2RR,BRISTOL,CITY OF BRISTOL
196000,2020,BS5 9QW,BRISTOL,CITY OF BRISTOL
255000,2020,BS14 8ST,BRISTOL,CITY OF BRISTOL
264950,2020,BS10 6LT,BRISTOL,CITY OF BRISTOL
220000,2020,BS14 0EP,BRISTOL,CITY OF BRISTOL
347500,2020,BS13 8AX,BRISTOL,CITY OF BRISTOL
295000,2020,BS5 0JR,BRISTOL,CITY OF BRISTOL
225000,2020,BS13 7QU,BRISTOL,CITY OF BRISTOL
1100000,2020,BS9 2DL,BRISTOL,CITY OF BRISTOL
595000,2020,BS6 7PH,BRISTOL,CITY OF BRISTOL
305000,2020,BS7 0UW,BRISTOL,CITY OF BRISTOL
315000,2020,BS13 7HU,BRISTOL,CITY OF BRISTOL
278000,2020,BS4 4JN,BRISTOL,CITY OF BRISTOL
365000,2020,BS7 9PR,BRISTOL,CITY OF BRISTOL
296500,2020,BS9 1PU,BRISTOL,CITY OF BRISTOL
268000,2020,BS4 2XJ,BRISTOL,CITY OF BRISTOL
346500,2020,BS4 2LS,BRISTOL,CITY OF BRISTOL
275000,2020,BS14 0NR,BRISTOL,CITY OF BRISTOL
240000,2020,BS6 7SP,BRISTOL,CITY OF BRISTOL
305000,2020,BS3 3LH,BRISTOL,CITY OF BRISTOL
